since_value,days_on_site,amenities,age_in_years,bathrooms,cellars,num_floors,monthly_fee,apartments_per_floor,parking_lots,floor_situated,num_bedrooms,m2,universo_act_legislativas,universo_agricultura,universo_alojamiento_alimentos_y_bebidas,universo_comercio_mayoreo,universo_comercio_al_por_menor,universo_construccion,universo_corporativos,universo_electricidad_agua_y_gas,universo_ind_manofactura,universo_inf_medios_masivos,universo_mineria,universo_servicios_excepto_gubernamentales,universo_servicios_cientificos,universo_servicios_educacion,universo_servicios_financieros_y_seguros,universo_servicios_inmobiliarios_y_alquiler,universo_servicios_negocios,universo_servicios_recreativos,universo_servicios_salud,universo_transporte_correos_y_almacenamiento,delitos_contra_patrimonio,delitos_contra_familia,delitos_contra_libertad_personal,delitos_contra_seguridad_sexual,delitos_contra_la_sociedad,delitos_contra_la_vida_y_la_integridad_corporal,delitos_contra_otros_bienes_juridicos,total,pobtot,pobfem,pobmas,población de 15 años o más analfabeta,población de 6 a 14 años que no asiste a la escuela,población de 15 años y más con educación básica incompleta,población sin derechohabiencia a servicios de salud,viviendas con piso de tierra,viviendas que no disponen de excusado o sanitario,viviendas que no disponen de agua entubada de la red pública,viviendas que no disponen de drenaje,viviendas que no disponen de energía eléctrica,viviendas que no disponen de lavadora,viviendas que no disponen de refrigerador,irs,lugar_que_ocupa_en_el_contexto_nacional,distancia_al_metro_mas_cercano,department_type_loft,price_square_meter
35,35,4.0,0,2,0.0,0.0,0,0.0,1,0.0,2,65.0,2,0,38,10,49,5,0,0,14,3,0,38,8,2,4,2,2,1,13,1,1756,326,17,184,66,107,793,3249,6476,3246,3230,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,682.9569600609899,0,65411.3384615385
7,7,0.0,0,1,0.0,0.0,0,0.0,1,0.0,1,60.0,6,0,95,23,96,3,0,0,14,6,0,44,58,29,27,7,16,18,25,1,1756,326,17,184,66,107,793,3249,5402,2699,2693,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,422.1143306467764,0,59916.6666666667
4,4,2.0,0,1,0.0,0.0,0,0.0,1,0.0,1,51.0,0,0,123,29,119,4,0,0,27,6,0,66,104,17,17,14,20,7,187,12,1756,326,17,184,66,107,793,3249,12614,6558,6056,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,420.8188339048379,0,75294.1176470588
4,120,3.0,0,1,0.0,0.0,0,0.0,1,0.0,1,69.0,6,0,95,23,96,3,0,0,14,6,0,44,58,29,27,7,16,18,25,1,1756,326,17,184,66,107,793,3249,5402,2699,2693,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,422.1143306467764,0,72463.768115942
7,7,0.0,0,1,0.0,0.0,0,0.0,1,0.0,1,60.0,6,0,95,23,96,3,0,0,14,6,0,44,58,29,27,7,16,18,25,1,1756,326,17,184,66,107,793,3249,5402,2699,2693,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,422.1143306467764,0,59916.6666666667
1,365,3.0,0,1,0.0,0.0,0,0.0,1,0.0,2,84.0,1,0,135,18,98,7,0,0,13,4,0,55,57,12,18,12,11,3,230,1,1756,326,17,184,66,107,793,3249,5522,2632,2888,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,707.4936848689276,0,65476.1904761905
35,35,5.0,0,2,0.0,0.0,0,0.0,2,0.0,3,84.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,459.0003242371344,0,66190.0119047619
8,8,0.0,0,2,1.0,7.0,0,0.0,2,0.0,3,111.0,1,1,12,4,31,4,0,0,10,2,0,26,20,4,4,3,8,2,20,6,1756,326,17,184,66,107,793,3249,6062,3206,2856,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,596.604258344421,0,61171.1711711712
7,210,0.0,0,2,0.0,0.0,2000,0.0,2,0.0,2,98.0,2,0,51,9,170,7,0,0,19,0,0,43,26,8,5,3,8,0,11,4,1756,326,17,184,66,107,793,3249,3560,1850,1710,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,591.9467538224653,0,69897.9591836735
35,35,4.0,0,2,0.0,0.0,0,0.0,1,0.0,2,83.0,1,0,107,23,120,7,0,0,25,2,0,79,79,17,29,13,21,11,575,5,1756,326,17,184,66,107,793,3249,6618,3519,3098,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,633.9445128654907,0,56866.265060241
1,365,5.0,0,2,0.0,0.0,0,0.0,2,0.0,3,93.0,6,0,95,23,96,3,0,0,14,6,0,44,58,29,27,7,16,18,25,1,1756,326,17,184,66,107,793,3249,5402,2699,2693,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,422.1143306467764,0,73903.2258064516
3,90,4.0,0,2,0.0,0.0,0,0.0,1,0.0,2,111.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,615.2727255377771,0,59337.0540540541
7,7,0.0,0,1,0.0,0.0,0,0.0,1,0.0,1,60.0,3,0,95,31,167,2,1,0,15,3,0,72,81,14,26,16,15,7,135,8,1756,326,17,184,66,107,793,3249,9076,4822,4254,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,573.3195920001681,0,56583.3333333333
20,20,6.0,0,2,0.0,0.0,0,0.0,1,0.0,3,140.0,3,0,95,31,167,2,1,0,15,3,0,72,81,14,26,16,15,7,135,8,1756,326,17,184,66,107,793,3249,9076,4822,4254,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,565.0939310320431,0,46428.5714285714
35,35,4.0,0,2,0.0,0.0,0,0.0,1,0.0,2,107.0,2,0,38,10,49,5,0,0,14,3,0,38,8,2,4,2,2,1,13,1,1756,326,17,184,66,107,793,3249,6476,3246,3230,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,682.9569600609899,0,60765.5420560748
35,35,4.0,0,2,0.0,0.0,0,0.0,1,0.0,2,67.0,2,0,38,10,49,5,0,0,14,3,0,38,8,2,4,2,2,1,13,1,1756,326,17,184,66,107,793,3249,6476,3246,3230,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,682.9569600609899,0,65575.4179104478
2,60,0.0,0,4,0.0,0.0,0,0.0,1,0.0,3,117.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,377.7585261846788,0,75677.4017094017
24,24,2.0,0,2,0.0,0.0,0,0.0,1,0.0,2,66.0,0,0,123,29,119,4,0,0,27,6,0,66,104,17,17,14,20,7,187,12,1756,326,17,184,66,107,793,3249,12614,6558,6056,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,279.0490480341273,1,103833.333333333
7,210,2.0,0,1,0.0,0.0,0,0.0,1,0.0,1,37.0,2,0,113,20,93,4,0,0,23,8,0,62,82,14,30,23,35,8,43,7,1756,326,17,184,66,107,793,3249,4740,2342,2386,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,221.24323998186955,0,77805.3513513513
56,56,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,78.0,1,0,107,23,120,7,0,0,25,2,0,79,79,17,29,13,21,11,575,5,1756,326,17,184,66,107,793,3249,6618,3519,3098,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,634.5934029800742,0,64634.1025641026
9,270,5.0,0,2,0.0,0.0,0,0.0,1,0.0,2,106.0,1,0,36,19,39,6,0,0,4,7,0,24,52,9,12,3,13,1,186,6,1756,326,17,184,66,107,793,3249,3348,1710,1638,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,308.1219518714783,0,67232.8962264151
4,4,5.0,0,2,0.0,0.0,0,0.0,2,0.0,3,149.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,547.4904729916728,0,64899.3288590604
2,60,0.0,0,3,0.0,0.0,0,0.0,1,0.0,3,118.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,377.7585261846788,0,56283.7372881356
2,60,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,76.0,6,0,95,23,96,3,0,0,14,6,0,44,58,29,27,7,16,18,25,1,1756,326,17,184,66,107,793,3249,5402,2699,2693,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,422.070595687128,0,87654.6052631579
7,7,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,91.0,3,0,44,12,33,7,0,0,6,0,0,25,52,8,18,7,18,5,16,8,1756,326,17,184,66,107,793,3249,2650,1318,1332,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,112.0239710308002,0,53296.7032967033
31,31,0.0,0,3,0.0,0.0,0,0.0,2,0.0,3,144.0,0,0,61,5,54,3,0,1,10,2,0,29,43,11,4,13,8,6,23,1,1756,326,17,184,66,107,793,3249,3104,1504,1598,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,848.7055840695424,0,70380.625
10,300,5.0,0,2,0.0,0.0,0,0.0,2,0.0,3,111.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,359.6011943345787,0,61891.8918918919
5,150,2.0,0,2,0.0,0.0,853,0.0,1,0.0,2,93.0,1,1,12,4,31,4,0,0,10,2,0,26,20,4,4,3,8,2,20,6,1756,326,17,184,66,107,793,3249,6062,3206,2856,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,505.5184967007589,1,43010.752688172
3,90,4.0,0,2,0.0,0.0,0,0.0,1,0.0,2,72.0,2,0,38,10,49,5,0,0,14,3,0,38,8,2,4,2,2,1,13,1,1756,326,17,184,66,107,793,3249,6476,3246,3230,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,775.844097854008,0,61675.4444444444
40,40,0.0,0,2,0.0,0.0,0,0.0,2,0.0,2,164.0,1,1,12,4,31,4,0,0,10,2,0,26,20,4,4,3,8,2,20,6,1756,326,17,184,66,107,793,3249,6062,3206,2856,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,566.3300271799835,0,39731.7073170732
35,35,4.0,0,2,0.0,0.0,0,0.0,2,0.0,2,146.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,459.0003242371344,0,49992.4726027397
7,7,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,110.0,6,0,95,23,96,3,0,0,14,6,0,44,58,29,27,7,16,18,25,1,1756,326,17,184,66,107,793,3249,5402,2699,2693,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,422.1143306467764,0,72385.4545454545
8,240,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,68.0,2,0,51,9,170,7,0,0,19,0,0,43,26,8,5,3,8,0,11,4,1756,326,17,184,66,107,793,3249,3560,1850,1710,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,735.663475555033,0,19121.4558823529
9,270,4.0,0,2,0.0,0.0,0,0.0,2,0.0,2,92.0,0,0,61,5,54,3,0,1,10,2,0,29,43,11,4,13,8,6,23,1,1756,326,17,184,66,107,793,3249,3104,1504,1598,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,703.5991352304985,0,65197.1195652174
35,35,7.0,0,3,0.0,0.0,0,0.0,2,0.0,3,184.0,0,0,61,5,54,3,0,1,10,2,0,29,43,11,4,13,8,6,23,1,1756,326,17,184,66,107,793,3249,3104,1504,1598,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,811.005735455585,0,60869.5652173913
56,56,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,78.0,1,0,107,23,120,7,0,0,25,2,0,79,79,17,29,13,21,11,575,5,1756,326,17,184,66,107,793,3249,6618,3519,3098,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,634.5934029800742,0,58882.5
2,60,0.0,0,1,0.0,0.0,0,0.0,1,0.0,3,163.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,377.7585261846788,0,62576.6871165644
3,90,5.0,0,2,0.0,0.0,0,0.0,2,0.0,3,111.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,394.1807030652861,0,61171.1711711712
11,11,0.0,0,2,0.0,0.0,0,0.0,2,0.0,2,163.0,1,0,135,18,98,7,0,0,13,4,0,55,57,12,18,12,11,3,230,1,1756,326,17,184,66,107,793,3249,5522,2632,2888,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,747.5302472070937,0,60956.9447852761
2,60,0.0,0,3,0.0,0.0,0,0.0,1,0.0,2,140.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,377.7585261846788,0,55657.1428571429
8,8,0.0,0,2,1.0,6.0,0,0.0,2,0.0,2,83.17,1,1,12,4,31,4,0,0,10,2,0,26,20,4,4,3,8,2,20,6,1756,326,17,184,66,107,793,3249,6062,3206,2856,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,596.604258344421,0,64488.2169051341
7,7,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,81.0,6,0,95,23,96,3,0,0,14,6,0,44,58,29,27,7,16,18,25,1,1756,326,17,184,66,107,793,3249,5402,2699,2693,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,422.1143306467764,0,66580.2469135803
3,90,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,99.0,1,0,36,19,39,6,0,0,4,7,0,24,52,9,12,3,13,1,186,6,1756,326,17,184,66,107,793,3249,3348,1710,1638,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,357.7268871639378,0,66468.8181818182
2,60,0.0,0,3,0.0,0.0,0,0.0,1,0.0,2,137.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,377.7585261846788,0,72301.094890511
35,35,5.0,0,2,0.0,0.0,0,0.0,1,0.0,3,97.0,2,0,27,12,42,1,0,0,9,0,0,34,12,3,5,1,5,3,13,2,995,114,6,44,13,88,236,1496,7946,4192,3754,0.4,5.9,5.4,20.1,0.1,0.1,0.0,0.0,0.0,10.4,1.3,-1.35491,107.229,542.0467278400063,0,47671.6494845361
56,56,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,92.0,1,0,107,23,120,7,0,0,25,2,0,79,79,17,29,13,21,11,575,5,1756,326,17,184,66,107,793,3249,6618,3519,3098,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,634.5934029800742,0,73345.1086956522
7,7,0.0,0,1,0.0,0.0,0,0.0,1,0.0,1,39.0,6,0,95,23,96,3,0,0,14,6,0,44,58,29,27,7,16,18,25,1,1756,326,17,184,66,107,793,3249,5402,2699,2693,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,422.1143306467764,0,76410.2564102564
3,90,0.0,0,1,1.0,1.0,0,0.0,1,0.0,2,70.29,2,0,113,20,93,4,0,0,23,8,0,62,82,14,30,23,35,8,43,7,1756,326,17,184,66,107,793,3249,4740,2342,2386,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,125.45842814503088,0,68356.2953478446
1,365,4.0,0,2,0.0,0.0,0,0.0,1,0.0,2,77.0,1,0,135,18,98,7,0,0,13,4,0,55,57,12,18,12,11,3,230,1,1756,326,17,184,66,107,793,3249,5522,2632,2888,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,787.0103222649171,0,71428.5714285714
5,150,5.0,0,2,0.0,0.0,0,0.0,2,0.0,2,99.0,2,0,113,20,93,4,0,0,23,8,0,62,82,14,30,23,35,8,43,7,1756,326,17,184,66,107,793,3249,4740,2342,2386,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,140.5617001072972,0,77683.2323232323
4,120,3.0,0,1,0.0,0.0,0,0.0,1,0.0,1,62.0,3,0,95,31,167,2,1,0,15,3,0,72,81,14,26,16,15,7,135,8,1756,326,17,184,66,107,793,3249,9076,4822,4254,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,526.4626761704174,0,67838.7096774193
56,56,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,92.0,1,0,107,23,120,7,0,0,25,2,0,79,79,17,29,13,21,11,575,5,1756,326,17,184,66,107,793,3249,6618,3519,3098,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,634.5934029800742,0,65408.152173913
4,4,0.0,0,3,2.0,3.0,0,0.0,2,0.0,3,163.0,2,0,51,9,170,7,0,0,19,0,0,43,26,8,5,3,8,0,11,4,1756,326,17,184,66,107,793,3249,3560,1850,1710,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,655.7983119912021,0,49653.3742331288
2,60,3.0,0,3,0.0,2.0,0,0.0,2,0.0,3,123.0,2,0,113,20,93,4,0,0,23,8,0,62,82,14,30,23,35,8,43,7,1756,326,17,184,66,107,793,3249,4740,2342,2386,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,175.3619769803847,0,112195.12195122
2,60,0.0,0,3,0.0,0.0,0,0.0,1,0.0,2,117.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,377.7585261846788,0,61965.811965812
46,46,7.0,0,3,0.0,0.0,0,0.0,2,0.0,3,193.0,0,0,61,5,54,3,0,1,10,2,0,29,43,11,4,13,8,6,23,1,1756,326,17,184,66,107,793,3249,3104,1504,1598,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,703.5991352304985,0,52072.5388601036
3,90,0.0,0,2,0.0,5.0,0,0.0,1,0.0,2,64.0,1,0,135,18,98,7,0,0,13,4,0,55,57,12,18,12,11,3,230,1,1756,326,17,184,66,107,793,3249,5522,2632,2888,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,571.9562782198665,0,63593.75
2,60,2.0,0,2,0.0,1.0,0,0.0,2,0.0,2,104.0,2,0,113,20,93,4,0,0,23,8,0,62,82,14,30,23,35,8,43,7,1756,326,17,184,66,107,793,3249,4740,2342,2386,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,175.3619769803847,0,71057.6923076923
56,56,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,103.0,1,0,107,23,120,7,0,0,25,2,0,79,79,17,29,13,21,11,575,5,1756,326,17,184,66,107,793,3249,6618,3519,3098,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,634.5934029800742,0,87625.0485436893
4,4,4.0,0,2,0.0,0.0,0,0.0,1,0.0,2,126.0,0,0,123,29,119,4,0,0,27,6,0,66,104,17,17,14,20,7,187,12,1756,326,17,184,66,107,793,3249,12614,6558,6056,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,420.8188339048379,0,52380.9523809524
2,60,5.0,0,2,0.0,0.0,0,0.0,1,0.0,3,160.0,1,0,135,18,98,7,0,0,13,4,0,55,57,12,18,12,11,3,230,1,1756,326,17,184,66,107,793,3249,5522,2632,2888,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,901.2597422463942,0,53125.0
35,35,4.0,0,2,0.0,0.0,0,0.0,1,0.0,2,93.0,1,0,107,23,120,7,0,0,25,2,0,79,79,17,29,13,21,11,575,5,1756,326,17,184,66,107,793,3249,6618,3519,3098,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,633.9445128654907,0,54459.0322580645
25,25,5.0,0,2,0.0,0.0,0,0.0,1,0.0,3,86.0,0,0,123,29,119,4,0,0,27,6,0,66,104,17,17,14,20,7,187,12,1756,326,17,184,66,107,793,3249,12614,6558,6056,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,433.6364279297643,0,52267.4418604651
10,300,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,75.0,6,0,95,23,96,3,0,0,14,6,0,44,58,29,27,7,16,18,25,1,1756,326,17,184,66,107,793,3249,5402,2699,2693,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,241.6266269937373,0,13195.6
39,39,0.0,0,1,1.0,1.0,0,0.0,1,0.0,2,88.0,2,0,78,17,61,3,0,0,9,5,0,44,51,11,26,10,16,6,24,2,1756,326,17,184,66,107,793,3249,1802,922,871,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,607.3053721447179,0,39772.7272727273
56,56,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,76.0,1,0,107,23,120,7,0,0,25,2,0,79,79,17,29,13,21,11,575,5,1756,326,17,184,66,107,793,3249,6618,3519,3098,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,634.5934029800742,0,65695.3947368421
11,11,5.0,0,2,0.0,0.0,0,0.0,1,0.0,2,129.0,3,0,95,31,167,2,1,0,15,3,0,72,81,14,26,16,15,7,135,8,1756,326,17,184,66,107,793,3249,9076,4822,4254,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,317.0550567778366,0,62015.503875969
9,270,4.0,0,2,0.0,0.0,0,0.0,2,0.0,2,103.0,1,1,12,4,31,4,0,0,10,2,0,26,20,4,4,3,8,2,20,6,1756,326,17,184,66,107,793,3249,6062,3206,2856,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,663.2088524277722,0,61126.213592233
7,210,4.0,0,2,0.0,0.0,0,0.0,1,0.0,2,134.0,5,0,44,11,47,2,0,0,20,0,0,50,8,6,8,2,5,2,10,1,716,134,10,37,12,53,257,1219,16644,8645,7996,0.8,5.5,10.9,19.2,0.2,1.6,0.1,0.1,0.0,12.4,3.9,-1.27743,106.488,516.3084315896787,0,45805.447761194
2,60,4.0,0,2,0.0,0.0,0,0.0,1,0.0,2,114.0,0,0,50,4,37,0,0,0,5,1,0,35,11,4,9,2,5,5,6,1,1756,326,17,184,66,107,793,3249,6020,3136,2884,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,547.1556887210975,0,69298.2456140351
33,33,4.0,0,2,0.0,0.0,0,0.0,2,0.0,2,101.0,2,0,78,17,61,3,0,0,9,5,0,44,51,11,26,10,16,6,24,2,1756,326,17,184,66,107,793,3249,1802,922,871,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,592.909623907431,0,71854.9504950495
35,35,5.0,0,2,0.0,0.0,0,0.0,2,0.0,2,141.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,290.2827690828135,0,54264.2765957447
11,330,5.0,0,2,0.0,0.0,0,0.0,2,0.0,2,198.0,1,0,89,21,139,10,0,0,11,14,0,69,92,13,23,22,33,10,116,8,1756,326,17,184,66,107,793,3249,6994,3478,3515,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,116.68834162919312,0,45215.2272727273
4,120,0.0,0,2,0.0,0.0,0,0.0,2,0.0,2,130.0,3,0,95,31,167,2,1,0,15,3,0,72,81,14,26,16,15,7,135,8,1756,326,17,184,66,107,793,3249,9076,4822,4254,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,561.8293004854067,0,71792.3076923077
2,60,0.0,0,2,0.0,0.0,0,0.0,1,0.0,3,112.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,377.7585261846788,0,60625.0
